,Season,Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
143,2014,RB,DEN,CJ Anderson,15,495,1047.0,47.28,33.0,36.16,8.89,45.05,177.3,0.36
144,2014,WR,JAX,Marqise Lee,13,492,855.0,57.54,37.85,0.61,13.82,14.43,49.1,0.1
145,2014,WR,CIN,Brandon Tate,16,484,1062.0,45.57,30.25,0.62,5.37,5.99,25.4,0.05
146,2014,RB,IND,Trent Richardson,15,483,1089.0,44.35,32.2,32.92,7.04,39.96,90.8,0.19
147,2014,TE,JAX,Clay Harbor,13,482,854.0,56.44,37.08,0.0,7.26,7.26,34.8,0.07
148,2014,TE,GB,Richard Rodgers,16,478,1050.0,45.52,29.88,0.0,6.28,6.28,34.5,0.07
149,2014,TE,CLE,Jordan Cameron,10,475,612.0,77.61,47.5,0.0,10.11,10.11,54.4,0.11
150,2014,TE,NE,Michael Hoomanawanui,16,473,1131.0,41.82,29.56,0.0,1.27,1.27,4.4,0.01
151,2014,TE,HOU,CJ Fiedorowicz,15,471,1036.0,45.46,31.4,0.0,1.49,1.49,8.8,0.02
152,2014,RB,NO,Mark Ingram,13,470,917.0,51.25,36.15,48.09,7.66,55.74,162.9,0.35
153,2014,TE,TB,Brandon Myers,14,466,865.0,53.87,33.29,0.0,6.87,6.87,19.0,0.04
154,2014,TE,CIN,Ryan Hewitt,16,466,1062.0,43.88,29.13,0.21,3.22,3.43,8.6,0.02
155,2014,WR,BUF,Chris Hogan,16,461,1062.0,43.41,28.81,0.0,13.23,13.23,62.6,0.14
156,2014,FB,SF,Bruce Miller,16,461,1058.0,43.57,28.81,1.3,5.42,6.72,29.8,0.06
157,2014,WR,NE,Danny Amendola,16,456,1131.0,40.32,28.5,0.0,9.21,9.21,26.0,0.06
158,2014,WR,TB,Louis Murphy,11,456,705.0,64.68,41.45,0.0,12.28,12.28,50.0,0.11
159,2014,FB,BAL,Kyle Juszczyk,16,454,1076.0,42.19,28.38,0.0,5.95,5.95,20.2,0.04
160,2014,TE,TB,Austin Seferian-Jenkins,9,448,577.0,77.64,49.78,0.0,8.48,8.48,32.1,0.07
161,2014,TE,DET,Eric Ebron,13,445,881.0,50.51,34.23,0.0,10.56,10.56,30.8,0.07
162,2014,RB,NYJ,Chris Ivory,16,444,1088.0,40.81,27.75,44.59,6.08,50.68,134.3,0.3
163,2014,WR,MIN,Charles Johnson,11,440,704.0,62.5,40.0,0.23,13.41,13.64,60.4,0.14
164,2014,TE,MIN,Kyle Rudolph,9,434,532.0,81.58,48.22,0.0,7.83,7.83,35.1,0.08
165,2014,WR,DAL,Cole Beasley,16,433,1059.0,40.89,27.06,0.0,11.32,11.32,62.0,0.14
166,2014,TE,JAX,Marcedes Lewis,8,432,500.0,86.4,54.0,0.0,7.18,7.18,32.6,0.08
167,2014,TE,NYG,Daniel Fells,16,427,1128.0,37.85,26.69,0.0,4.68,4.68,40.8,0.1
168,2014,WR,CHI,Josh Morgan,14,422,922.0,45.77,30.14,0.47,4.5,4.98,16.0,0.04
169,2014,RB,ATL,Steven Jackson,15,420,1010.0,41.58,28.0,45.24,6.43,51.67,121.5,0.29
170,2014,RB,NYG,Rashad Jennings,11,418,786.0,53.18,38.0,39.95,9.81,49.76,108.5,0.26
171,2014,WR,IND,Donte Moncrief,16,411,1155.0,35.58,25.69,0.97,11.92,12.9,64.1,0.16
172,2014,WR,DET,Corey Fuller,16,410,1093.0,37.51,25.63,0.0,7.56,7.56,24.2,0.06
173,2014,WR,LAR,Stedman Bailey,14,404,876.0,46.12,28.86,0.25,11.39,11.63,50.8,0.13
174,2014,RB,CLE,Terrance West,14,402,945.0,42.54,28.71,42.54,3.23,45.77,101.7,0.25
175,2014,TE,IND,Jack Doyle,16,399,1155.0,34.55,24.94,0.0,5.51,5.51,23.8,0.06
176,2014,RB,LAR,Benjamin Cunningham,16,399,1004.0,39.74,24.94,16.54,13.28,29.82,79.8,0.2
177,2014,RB,NYJ,Chris Johnson,16,398,1088.0,36.58,24.88,38.94,8.54,47.49,91.4,0.23
178,2014,TE,DEN,Virgil Green,13,394,899.0,43.83,30.31,0.51,1.52,2.03,13.7,0.03
179,2014,WR,NE,Kenbrell Thompkins,14,394,954.0,41.3,28.14,0.51,12.18,12.69,26.7,0.07
180,2014,RB,JAX,Denard Robinson,13,391,853.0,45.84,30.08,34.53,7.93,42.46,90.6,0.23
181,2014,TE,WAS,Logan Paulsen,16,390,1054.0,37.0,24.38,0.0,4.1,4.1,11.8,0.03
182,2014,WR,ATL,Devin Hester,16,388,1081.0,35.89,24.25,1.55,15.21,16.75,70.0,0.18
183,2014,FB,OAK,Marcel Reece,15,385,978.0,39.37,25.67,5.45,15.32,20.78,39.0,0.1
184,2014,RB,CLE,Isaiah Crowell,16,385,1051.0,36.63,24.06,38.44,3.64,42.08,113.4,0.29
185,2014,WR,CLE,Travis Benjamin,16,383,1051.0,36.44,23.94,0.78,12.01,12.79,50.5,0.13
186,2014,RB,IND,Ahmad Bradshaw,10,382,753.0,50.73,38.2,23.56,12.3,35.86,116.5,0.3
187,2014,RB,TB,Bobby Rainey,15,382,930.0,41.08,25.47,24.61,11.78,36.39,78.1,0.2
188,2014,WR,BAL,Marlon Brown,14,375,942.0,39.81,26.79,0.0,8.27,8.27,25.5,0.07
189,2014,TE,NYJ,Jace Amaro,14,375,946.0,39.64,26.79,0.0,14.13,14.13,46.5,0.12
190,2014,WR,CHI,Marquess Wilson,7,373,452.0,82.52,53.29,0.0,8.58,8.58,20.0,0.05
191,2014,RB,SD,Branden Oliver,14,373,925.0,40.32,26.64,42.9,12.06,54.96,109.3,0.29
192,2014,WR,NYG,Victor Cruz,6,372,416.0,89.42,62.0,0.0,11.02,11.02,39.7,0.11
193,2014,TE,BAL,Crockett Gillmore,15,372,1011.0,36.8,24.8,0.0,4.03,4.03,18.1,0.05
194,2014,RB,LAR,Tre Mason,12,368,722.0,50.97,30.67,48.64,7.07,55.71,119.3,0.32
195,2014,RB,WAS,Roy Helu,14,364,927.0,39.27,26.0,10.99,12.91,23.9,85.3,0.23
196,2014,TE,WAS,Jordan Reed,11,364,726.0,50.14,33.09,0.0,17.86,17.86,44.5,0.12
197,2014,TE,CLE,Gary Barnidge,13,358,897.0,39.91,27.54,0.0,6.98,6.98,15.6,0.04
198,2014,RB,TEN,Bishop Sankey,16,354,966.0,36.65,22.13,42.94,6.5,49.44,78.2,0.22
199,2014,RB,SD,Donald Brown,13,352,881.0,39.95,27.08,24.15,11.65,35.8,43.4,0.12
200,2014,TE,NE,Tim Wright,16,351,1131.0,31.03,21.94,0.28,9.4,9.69,61.7,0.18
201,2014,RB,ATL,Jacquizz Rodgers,16,350,1081.0,32.38,21.88,16.57,11.43,28.0,51.0,0.15
202,2014,RB,TB,Doug Martin,11,345,690.0,50.0,31.36,39.13,5.8,44.93,67.8,0.2
203,2014,WR,LAR,Brian Quick,7,343,457.0,75.05,49.0,0.0,11.37,11.37,55.5,0.16
204,2014,TE,PIT,Matt Spaeth,15,341,1059.0,32.2,22.73,0.0,1.17,1.17,12.6,0.04
205,2014,TE,MIN,Chase Ford,11,339,738.0,45.93,30.82,0.0,10.32,10.32,31.8,0.09
206,2014,RB,PHI,Darren Sproles,15,337,1084.0,31.09,22.47,16.91,18.4,35.31,105.6,0.31
207,2014,RB,HOU,Alfred Blue,16,336,1109.0,30.3,21.0,50.3,5.36,55.65,82.1,0.24
208,2014,WR,SF,Brandon Lloyd,14,335,931.0,35.98,23.93,0.0,10.45,10.45,35.4,0.11
209,2014,TE,BUF,Lee Smith,14,335,946.0,35.41,23.93,0.0,2.39,2.39,10.2,0.03
210,2014,TE,HOU,Ryan Griffin,16,334,1109.0,30.12,20.88,0.0,4.79,4.79,15.1,0.05
211,2014,TE,LAR,Cory Harkey,16,333,1004.0,33.17,20.81,0.0,3.3,3.3,13.5,0.04
212,2014,RB,MIN,Jerick McKinnon,11,331,725.0,45.66,30.09,34.14,12.39,46.53,67.3,0.2
213,2014,TE,DAL,James Hanna,16,327,1059.0,30.88,20.44,0.0,1.83,1.83,4.8,0.01
214,2014,TE,TB,Luke Stocker,13,325,807.0,40.27,25.0,0.0,3.38,3.38,4.1,0.01
215,2014,TE,ARI,Rob Housler,15,320,992.0,32.26,21.33,0.31,5.31,5.63,13.0,0.04
216,2014,TE,CHI,Dante Rosario,16,315,1058.0,29.77,19.69,0.0,6.98,6.98,11.6,0.04
217,2014,WR,TEN,Derek Hagan,16,311,966.0,32.19,19.44,0.0,10.93,10.93,31.4,0.1
218,2014,RB,DEN,Ronnie Hillman,8,311,589.0,52.8,38.88,34.08,10.93,45.02,81.3,0.26
219,2014,RB,JAX,Jordan Todman,16,307,1037.0,29.6,19.19,10.42,12.05,22.48,50.4,0.16
220,2014,WR,CAR,Corey Brown,13,307,905.0,33.92,23.62,2.61,11.73,14.33,49.1,0.16
221,2014,RB,KC,Knile Davis,16,304,1007.0,30.19,19.0,44.08,8.22,52.3,99.0,0.33
222,2014,RB,JAX,Toby Gerhart,14,302,887.0,34.05,21.57,33.77,7.95,41.72,61.2,0.2
223,2014,RB,NO,Pierre Thomas,11,300,779.0,38.51,27.27,15.0,18.33,33.33,78.0,0.26
224,2014,WR,NYJ,David Nelson,6,298,423.0,70.45,49.67,0.0,5.37,5.37,6.5,0.02
225,2014,WR,PIT,Martavis Bryant,10,295,690.0,42.75,29.5,1.02,16.27,17.29,104.1,0.35
226,2014,WR,SF,Steve Johnson,13,292,865.0,33.76,22.46,0.0,17.12,17.12,61.5,0.21
227,2014,RB,SF,Carlos Hyde,14,292,923.0,31.64,20.86,28.42,5.48,33.9,62.1,0.21
228,2014,TE,SD,Ladarius Green,14,289,939.0,30.78,20.64,0.0,8.65,8.65,22.6,0.08
229,2014,TE,NO,Josh Hill,16,288,1140.0,25.26,18.0,0.0,6.94,6.94,47.6,0.17
230,2014,RB,CLE,Ben Tate,11,282,728.0,38.74,25.64,42.2,4.26,46.45,67.0,0.24
231,2014,RB,DET,Reggie Bush,11,277,739.0,37.48,25.18,27.44,20.22,47.65,67.0,0.24
232,2014,WR,OAK,Brice Butler,15,276,978.0,28.22,18.4,0.0,12.68,12.68,40.0,0.14
233,2014,RB,OAK,Latavius Murray,15,275,951.0,28.92,18.33,29.82,8.36,38.18,68.7,0.25
234,2014,TE,DEN,Jacob Tamme,15,275,1062.0,25.89,18.33,0.0,10.18,10.18,20.9,0.08
235,2014,WR,BAL,Kamar Aiken,16,273,1076.0,25.37,17.06,0.0,12.09,12.09,44.7,0.16
236,2014,WR,ARI,Jaron Brown,16,271,1059.0,25.59,16.94,0.0,11.81,11.81,34.9,0.13
237,2014,WR,PIT,Lance Moore,14,264,983.0,26.86,18.86,0.0,9.85,9.85,33.8,0.13
238,2014,TE,DAL,Gavin Escobar,16,262,1059.0,24.74,16.38,0.0,4.96,4.96,34.5,0.13
239,2014,RB,GB,James Starks,16,260,1050.0,24.76,16.25,32.69,11.15,43.85,59.3,0.23
240,2014,WR,PIT,Justin Brown,8,260,560.0,46.43,32.5,0.0,8.08,8.08,7.4,0.03
241,2014,RB,SEA,Robert Turbin,16,260,1057.0,24.6,16.25,28.46,7.69,36.15,59.6,0.23
242,2014,WR,KC,Junior Hemingway,14,255,897.0,28.43,18.21,0.0,8.24,8.24,10.8,0.04
243,2014,RB,NE,James Develin,16,255,1131.0,22.55,15.94,1.18,3.14,4.31,4.8,0.02
244,2014,RB,ATL,Devonta Freeman,16,251,1081.0,23.22,15.69,25.9,15.14,41.04,57.3,0.23
245,2014,WR,NO,Robert Meachem,11,250,789.0,31.69,22.73,0.0,8.4,8.4,11.4,0.05
246,2014,WR,CHI,Santonio Holmes,9,249,606.0,41.09,27.67,0.0,5.62,5.62,6.7,0.03
247,2014,FB,KC,Anthony Sherman,16,249,1007.0,24.73,15.56,0.8,5.62,6.43,13.9,0.06
248,2014,TE,SEA,Cooper Helfet,10,248,669.0,37.07,24.8,0.0,9.68,9.68,30.5,0.12
249,2014,WR,KC,AJ Jenkins,9,247,590.0,41.86,27.44,0.81,6.07,6.88,9.1,0.04
250,2014,FB,DET,Jed Collins,16,246,1093.0,22.51,15.38,3.25,2.44,5.69,11.8,0.05
251,2014,WR,KC,Frankie Hammond,16,246,1007.0,24.43,15.38,0.0,4.47,4.47,4.5,0.02
252,2014,RB,IND,Dan Herron,16,245,1155.0,21.21,15.31,31.84,10.61,42.45,54.4,0.22
253,2014,WR,NO,Nick Toon,7,239,483.0,49.48,34.14,0.42,9.62,10.04,25.9,0.11
254,2014,RB,NYJ,Bilal Powell,15,238,1030.0,23.11,15.87,13.87,6.3,20.17,29.3,0.12
255,2014,RB,TEN,Leon Washington,16,235,966.0,24.33,14.69,5.53,13.19,18.72,31.6,0.13
256,2014,WR,HOU,Keshawn Martin,16,233,1109.0,21.01,14.56,0.0,5.15,5.15,7.8,0.03
257,2014,RB,TEN,Dexter McCluster,14,233,839.0,27.77,16.64,17.17,15.45,32.62,36.8,0.16
258,2014,WR,CLE,Josh Gordon,5,233,298.0,78.19,46.6,0.0,20.17,20.17,30.3,0.13
259,2014,WR,KC,Donnie Avery,6,232,392.0,59.18,38.67,0.0,11.21,11.21,15.6,0.07
260,2014,RB,TB,Charles Sims,8,231,498.0,46.39,28.88,28.57,11.69,40.26,41.5,0.18
261,2014,RB,PIT,LeGarrette Blount,16,231,1121.0,20.61,14.44,54.11,5.19,59.31,88.1,0.38
262,2014,FB,JAX,Will Ta'ufo'ou,16,230,1037.0,22.18,14.38,0.0,3.48,3.48,8.1,0.04
263,2014,WR,OAK,Denarius Moore,10,229,613.0,37.36,22.9,0.44,11.79,12.23,9.6,0.04
264,2014,FB,CLE,Ray Agnew,12,229,787.0,29.1,19.08,0.87,3.93,4.8,1.7,0.01
265,2014,WR,GB,Jarrett Boykin,13,225,864.0,26.04,17.31,0.0,5.33,5.33,2.3,0.01
266,2014,TE,ARI,Darren Fells,10,225,668.0,33.68,22.5,0.0,5.33,5.33,7.1,0.03
267,2014,TE,OAK,Brian Leonhardt,12,222,756.0,29.37,18.5,0.0,3.6,3.6,9.5,0.04
268,2014,WR,NYJ,Greg Salas,10,220,649.0,33.9,22.0,0.45,10.45,10.91,24.7,0.11
269,2014,FB,CAR,Mike Tolbert,8,220,554.0,39.71,27.5,16.82,7.73,24.55,17.1,0.08
270,2014,RB,BUF,Anthony Dixon,16,219,1062.0,20.62,13.69,47.95,4.11,52.05,60.1,0.27
271,2014,WR,KC,Albert Wilson,12,216,732.0,29.51,18.0,0.0,12.96,12.96,26.0,0.12
272,2014,TE,SF,Vance McDonald,8,214,539.0,39.7,26.75,0.0,3.74,3.74,1.0,0.0
273,2014,TE,BUF,Chris Gragg,10,214,652.0,32.82,21.4,0.0,4.67,4.67,10.8,0.05
274,2014,WR,PHI,Josh Huff,12,210,888.0,23.65,17.5,0.48,8.57,9.05,8.5,0.04
275,2014,WR,MIA,Rishard Matthews,14,210,940.0,22.34,15.0,0.48,10.48,10.95,25.8,0.12
276,2014,RB,ARI,Stepfan Taylor,14,210,926.0,22.68,15.0,30.0,7.14,37.14,54.7,0.26
277,2014,RB,MIA,Daniel Thomas,12,209,799.0,26.16,17.42,21.05,9.09,30.14,40.9,0.2
278,2014,FB,ATL,Patrick DiMarco,16,209,1081.0,19.33,13.06,0.0,6.7,6.7,12.2,0.06
279,2014,FB,WAS,Darrel Young,16,209,1054.0,19.83,13.06,4.31,6.7,11.0,40.3,0.19
280,2014,RB,NO,Travaris Cadet,15,205,1070.0,19.16,13.67,4.88,24.88,29.76,34.8,0.17
281,2014,FB,NYG,Henry Hynoski,16,205,1128.0,18.17,12.81,3.41,0.0,3.41,1.3,0.01
282,2014,RB,OAK,Maurice Jones-Drew,12,204,779.0,26.19,17.0,21.08,7.84,28.92,16.7,0.08
283,2014,RB,LAR,Zac Stacy,13,201,821.0,24.48,15.46,37.81,11.44,49.25,46.5,0.23
284,2014,TE,SEA,Tony Moeaki,6,199,409.0,48.66,33.17,0.0,6.53,6.53,19.4,0.1
285,2014,TE,SD,John Phillips,16,197,1068.0,18.45,12.31,0.0,0.51,0.51,6.1,0.03
286,2014,WR,LAR,Chris Givens,14,197,852.0,23.12,14.07,0.51,10.15,10.66,22.3,0.11
287,2014,WR,CIN,Dane Sanzenbacher,10,195,650.0,30.0,19.5,0.51,7.69,8.21,8.4,0.04
288,2014,WR,ATL,Eric Weems,15,194,1009.0,19.23,12.93,0.0,5.67,5.67,22.2,0.11
289,2014,WR,BAL,Jacoby Jones,16,194,1076.0,18.03,12.13,1.55,9.28,10.82,10.7,0.06
290,2014,FB,GB,John Kuhn,16,192,1050.0,18.29,12.0,12.5,2.08,14.58,16.8,0.09
291,2014,RB,DEN,Montee Ball,5,191,345.0,55.36,38.2,28.8,6.81,35.6,27.4,0.14
292,2014,TE,SF,Derek Carrier,11,188,747.0,25.17,17.09,0.53,7.45,7.98,10.7,0.06
293,2014,RB,KC,De'Anthony Thomas,12,188,725.0,25.93,15.67,7.98,16.49,24.47,32.6,0.17
294,2014,WR,BUF,Mike Williams,10,188,648.0,29.01,18.8,0.0,10.11,10.11,20.2,0.11
295,2014,RB,BUF,CJ Spiller,9,188,593.0,31.7,20.89,40.96,11.7,52.66,46.4,0.25
296,2014,RB,NE,Stevan Ridley,6,187,433.0,43.19,31.17,50.27,2.67,52.94,48.0,0.26
297,2014,FB,PIT,Will Johnson,16,187,1113.0,16.8,11.69,1.07,5.35,6.42,4.1,0.02
298,2014,WR,CIN,James Wright,11,184,727.0,25.31,16.73,1.63,8.7,10.33,12.1,0.07
299,2014,WR,DEN,Andre Caldwell,16,180,1128.0,15.96,11.25,0.0,8.33,8.33,4.7,0.03
300,2014,RB,DET,Theo Riddick,14,179,961.0,18.63,12.79,11.17,27.93,39.11,60.7,0.34
301,2014,WR,WAS,Ryan Grant,16,178,1054.0,16.89,11.13,0.0,8.43,8.43,6.8,0.04
302,2014,FB,SD,David Johnson,14,177,948.0,18.67,12.64,0.0,0.56,0.56,0.4,0.0
303,2014,WR,TEN,TJ Graham,12,173,809.0,21.38,14.42,0.0,4.62,4.62,14.7,0.08
304,2014,TE,PHI,James Casey,16,170,1176.0,14.46,10.63,0.0,1.76,1.76,17.9,0.11
305,2014,FB,MIN,Jerome Felton,16,170,1024.0,16.6,10.63,2.35,1.18,3.53,8.7,0.05
306,2014,WR,SEA,Kevin Norwood,9,169,621.0,27.21,18.78,0.0,5.92,5.92,10.2,0.06
307,2014,FB,HOU,Jay Prosch,16,169,1109.0,15.24,10.56,0.0,2.37,2.37,2.4,0.01
308,2014,WR,SD,Seyi Ajirotutu,16,169,1068.0,15.82,10.56,0.0,7.1,7.1,4.5,0.03
309,2014,WR,SEA,Ricardo Lockette,16,168,1057.0,15.89,10.5,0.6,8.93,9.52,31.7,0.19
310,2014,TE,BAL,Dennis Pitta,3,166,224.0,74.11,55.33,0.0,13.25,13.25,12.5,0.08
311,2014,RB,SD,Ryan Mathews,6,165,407.0,40.54,27.5,44.85,6.06,50.91,57.9,0.35
312,2014,RB,HOU,Jonathan Grimes,16,164,1109.0,14.79,10.25,23.78,4.88,28.66,23.9,0.15
313,2014,RB,TEN,Shonn Greene,13,164,794.0,20.65,12.62,57.32,1.83,59.15,50.5,0.31
314,2014,FB,DAL,Tyler Clutts,16,161,1059.0,15.2,10.06,0.0,0.62,0.62,0.1,0.0
315,2014,TE,TEN,Chase Coffman,13,160,769.0,20.81,12.31,0.0,8.75,8.75,12.4,0.08
316,2014,RB,BAL,Bernard Pierce,13,159,880.0,18.07,12.23,58.49,3.77,62.26,47.6,0.3
317,2014,RB,NE,Jonas Gray,8,158,553.0,28.57,19.75,56.33,1.9,58.23,71.9,0.46
318,2014,RB,MIA,Damien Williams,16,158,1095.0,14.43,9.88,22.78,17.09,39.87,36.9,0.23
319,2014,TE,SEA,Zach Miller,3,157,188.0,83.51,52.33,0.0,4.46,4.46,7.6,0.05
320,2014,TE,MIN,MarQueis Gray,13,157,892.0,17.6,12.08,0.0,7.01,7.01,13.4,0.09
321,2014,TE,CIN,Kevin Brock,14,156,925.0,16.86,11.14,0.0,3.85,3.85,2.1,0.01
322,2014,RB,NO,Khiry Robinson,10,156,715.0,21.82,15.6,48.72,7.05,55.77,56.5,0.36
323,2014,WR,DAL,Dwayne Harris,16,156,1059.0,14.73,9.75,2.56,7.69,10.26,8.3,0.05
324,2014,FB,NO,Erik Lorig,10,154,698.0,22.06,15.4,1.95,6.49,8.44,7.1,0.05
325,2014,WR,TB,Russell Shepard,16,154,994.0,15.49,9.63,0.0,5.19,5.19,6.3,0.04
326,2014,FB,NYJ,John Conner,12,154,809.0,19.04,12.83,3.9,1.95,5.84,11.5,0.07
327,2014,RB,CAR,Darrin Reaves,6,153,407.0,37.59,25.5,20.92,5.23,26.14,10.8,0.07
328,2014,WR,ARI,Ted Ginn,16,151,1059.0,14.26,9.44,1.99,17.22,19.21,20.0,0.13
329,2014,WR,MIN,Adam Thielen,16,150,1024.0,14.65,9.38,0.0,9.33,9.33,19.7,0.13
330,2014,WR,CAR,Brenton Bersin,15,150,1036.0,14.48,10.0,0.0,13.33,13.33,21.1,0.14
331,2014,WR,DAL,Devin Street,16,148,1059.0,13.98,9.25,0.0,4.73,4.73,1.8,0.01
332,2014,TE,JAX,Nic Jacobs,13,147,854.0,17.21,11.31,0.0,2.04,2.04,7.6,0.05
333,2014,TE,ATL,Bear Pascoe,16,147,1081.0,13.6,9.19,0.0,1.36,1.36,6.3,0.04
334,2014,TE,NYJ,Zach Sudfeld,16,141,1088.0,12.96,8.81,0.0,4.96,4.96,8.5,0.06
335,2014,WR,NO,Joseph Morgan,5,141,345.0,40.87,28.2,0.71,7.09,7.8,15.9,0.11
336,2014,FB,SEA,Will Tukuafu,9,140,621.0,22.54,15.56,0.71,1.43,2.14,0.6,0.0
337,2014,WR,LAR,Austin Pettis,5,139,356.0,39.04,27.8,0.0,12.95,12.95,17.8,0.13
338,2014,TE,DET,Kellen Davis,6,137,390.0,35.13,22.83,0.0,2.19,2.19,0.0,0.0
339,2014,RB,ARI,Robert Hughes,16,137,1059.0,12.94,8.56,5.11,8.76,13.87,15.1,0.11
340,2014,WR,CIN,Greg Little,6,137,394.0,34.77,22.83,0.0,8.76,8.76,6.9,0.05
341,2014,RB,BAL,Lorenzo Taliaferro,13,136,874.0,15.56,10.46,50.0,7.35,57.35,62.6,0.46
342,2014,RB,DAL,Lance Dunbar,16,136,1059.0,12.84,8.5,21.32,16.18,37.5,31.6,0.23
343,2014,RB,CAR,DeAngelo Williams,6,135,413.0,32.69,22.5,46.67,4.44,51.11,24.3,0.18
344,2014,WR,OAK,Vincent Brown,7,130,476.0,27.31,18.57,0.0,16.15,16.15,11.8,0.09
345,2014,WR,WAS,Santana Moss,9,129,577.0,22.36,14.33,0.0,11.63,11.63,11.6,0.09
346,2014,FB,BUF,Frank Summers,10,128,656.0,19.51,12.8,4.69,6.25,10.94,8.6,0.07
347,2014,WR,NE,Brian Tyms,11,126,769.0,16.38,11.45,0.0,8.73,8.73,14.2,0.11
348,2014,WR,PIT,Darrius Heyward-Bey,16,123,1113.0,11.05,7.69,0.0,4.07,4.07,1.3,0.01
349,2014,RB,DEN,Juwan Thompson,15,123,1050.0,11.71,8.2,43.9,5.69,49.59,47.7,0.39
350,2014,WR,SD,Dontrelle Inman,7,121,485.0,24.95,17.29,0.0,14.05,14.05,15.8,0.13
351,2014,RB,BUF,Bryce Brown,7,118,469.0,25.16,16.86,30.51,21.19,51.69,28.2,0.24
352,2014,TE,DET,Joseph Fauria,7,117,492.0,23.78,16.71,0.0,10.26,10.26,15.4,0.13
353,2014,WR,TB,Chris Owusu,8,116,525.0,22.1,14.5,0.86,5.17,6.03,22.1,0.19
354,2014,WR,TB,Robert Herron,8,116,496.0,23.39,14.5,0.86,10.34,11.21,11.8,0.1
355,2014,RB,OAK,Jamize Olawale,16,112,1029.0,10.88,7.0,1.79,5.36,7.14,13.8,0.12
356,2014,RB,TEN,Jackie Battle,16,112,966.0,11.59,7.0,4.46,4.46,8.93,9.7,0.09
357,2014,RB,NYG,Peyton Hillis,9,109,623.0,17.5,12.11,23.85,14.68,38.53,20.2,0.19
358,2014,WR,TEN,Kris Durham,4,108,253.0,42.69,27.0,0.0,10.19,10.19,5.4,0.05
359,2014,WR,NYG,Jerrel Jernigan,2,108,132.0,81.82,54.0,0.93,8.33,9.26,3.8,0.04
360,2014,FB,NO,Austin Johnson,7,107,510.0,20.98,15.29,7.48,1.87,9.35,9.7,0.09
361,2014,WR,SEA,Bryan Walters,13,106,829.0,12.79,8.15,0.94,10.38,11.32,5.5,0.05
362,2014,WR,JAX,Mike Brown,5,101,305.0,33.11,20.2,0.0,14.85,14.85,6.8,0.07
363,2014,FB,TB,Jorvorskie Lane,9,100,569.0,17.57,11.11,3.0,1.0,4.0,6.1,0.06
364,2014,RB,MIN,Joe Banyard,15,99,966.0,10.25,6.6,21.21,11.11,32.32,15.0,0.15
365,2014,RB,HOU,Ronnie Brown,9,98,596.0,16.44,10.89,20.41,8.16,28.57,10.7,0.11
366,2014,RB,CHI,Ka'Deem Carey,14,97,933.0,10.4,6.93,37.11,6.19,43.3,21.5,0.22
367,2014,RB,PHI,Chris Polk,14,97,1017.0,9.54,6.93,47.42,3.09,50.52,42.8,0.44
368,2014,TE,JAX,Mickey Shuler,3,96,183.0,52.46,32.0,0.0,3.13,3.13,0.0,0.0
369,2014,WR,SF,Bruce Ellington,13,95,871.0,10.91,7.31,6.32,12.63,18.95,27.0,0.28
370,2014,WR,DET,Kevin Ogletree,7,94,499.0,18.84,13.43,0.0,9.57,9.57,5.0,0.05
371,2014,TE,CAR,Brandon Williams,14,94,970.0,9.69,6.71,0.0,8.51,8.51,4.4,0.05
372,2014,RB,ARI,Marion Grice,10,94,650.0,14.46,9.4,15.96,11.7,27.66,13.0,0.14
373,2014,RB,ATL,Antone Smith,10,93,668.0,13.92,9.3,24.73,16.13,40.86,64.6,0.69
374,2014,RB,DAL,Joseph Randle,16,93,1059.0,8.78,5.81,54.84,5.38,60.22,50.6,0.54
375,2014,RB,ARI,Kerwynn Williams,5,89,342.0,26.02,17.8,59.55,6.74,66.29,25.7,0.29
376,2014,WR,BUF,Marquise Goodwin,10,89,680.0,13.09,8.9,3.37,10.11,13.48,5.0,0.06
377,2014,TE,ARI,Troy Niklas,7,89,458.0,19.43,12.71,0.0,3.37,3.37,3.8,0.04
378,2014,TE,TEN,Brett Brackett,8,87,471.0,18.47,10.88,0.0,0.0,0.0,0.0,0.0
379,2014,FB,CLE,Kiero Small,3,87,199.0,43.72,29.0,0.0,0.0,0.0,0.0,0.0
380,2014,WR,OAK,Rod Streater,3,86,171.0,50.29,28.67,0.0,15.12,15.12,14.4,0.17
381,2014,WR,SF,Quinton Patton,4,86,253.0,33.99,21.5,1.16,9.3,10.47,4.4,0.05
382,2014,RB,CAR,Fozzy Whittaker,10,84,724.0,11.6,8.4,38.1,7.14,45.24,32.5,0.39
383,2014,TE,MIA,Gator Hoskins,11,82,753.0,10.89,7.45,0.0,4.88,4.88,2.1,0.03
384,2014,WR,PHI,Jeff Maehl,8,79,581.0,13.6,9.88,0.0,6.33,6.33,4.6,0.06
385,2014,TE,NYG,Adrien Robinson,16,76,1128.0,6.74,4.75,0.0,9.21,9.21,11.0,0.14
386,2014,RB,SEA,Christine Michael,10,73,695.0,10.5,7.3,46.58,2.74,49.32,18.7,0.26
387,2014,RB,NE,Brandon Bolden,16,72,1131.0,6.37,4.5,38.89,8.33,47.22,15.7,0.22
388,2014,TE,TEN,Craig Stevens,5,69,313.0,22.04,13.8,0.0,2.9,2.9,2.6,0.04
